Date,Close,High,Low,Open,Volume
2018-03-20,41.34801483154297,41.7160974620381,41.277228879450114,41.34801483154297,78597600
2018-03-21,40.41128540039063,41.31261538072816,40.40892358871682,41.30081712332717,148219600
2018-03-22,39.84028625488281,40.743974474460806,39.78129856638007,40.11162818186632,165963200
2018-03-23,38.91772079467773,40.09275462767348,38.91772079467773,39.731750235606576,164115200
2018-03-26,40.76521682739258,40.84308101598845,39.27164797412221,39.65624889346218,150164800
2018-03-27,39.71995544433594,41.32677976112189,39.38490575187701,40.9799318090033,163690400
2018-03-28,39.28108215332031,40.116349873437926,38.97670725212952,39.462765249555176,166674000
2018-03-29,39.58782958984375,40.52455466398924,39.38019170933072,39.59490782664997,153594000
2018-04-02,39.32826614379883,39.86151710045668,38.80681704408656,39.318829698693776,150347200
2018-04-03,39.73174285888672,39.816685264797854,38.90355710149498,39.5547798132654,121112000
2018-04-04,40.49150848388672,40.585887344066165,38.87760621268804,38.9035609392858,138422000
2018-04-05,40.77228927612305,41.109697111829085,40.60240445244699,40.72037982442633,107732800
2018-04-06,39.72938537597656,40.696781216245626,39.68691237208127,40.34049690731331,140021200
2018-04-09,40.12343978881836,40.840728735513856,40.07625034238065,40.08332857933011,116070800
2018-04-10,40.87846374511719,41.05542679163285,40.47262820374882,40.819476062945306,113634400
2018-04-11,40.6873664855957,41.03657274696744,40.51276155474765,40.63781522132653,89726400
2018-04-12,41.08845901489258,41.29137678194819,40.82891177784854,40.91621599412099,91557200
2018-04-13,41.22768020629883,41.48958572516423,41.02004596094194,41.239478465771256,100497200
2018-04-16,41.48487091064453,41.57217155354456,41.25127832519431,41.298467764591,86313600
2018-04-17,42.05586242675781,42.221027229535785,41.624072127859385,41.642948619651534,106421600
2018-04-18,41.96147918701172,42.19271350692094,41.73496849036599,41.9544009527617,83018000
2018-04-19,40.77228927612305,41.383400838898574,40.73925631598174,40.9987999741427,139235200
2018-04-20,39.10176849365234,40.39949794773722,39.03334074261936,40.25320959774394,261964400
2018-04-23,38.98851013183594,39.38490573389138,38.717164561081056,39.3636710267077,146062000
2018-04-24,38.44581985473633,39.245692837977245,38.03998423370853,39.08996446239895,134768000
2018-04-25,38.61333847045898,39.03097230251353,38.32076184714256,38.37030948804236,113528400
2018-04-26,38.747833251953125,39.10411759568304,38.54727367018877,38.72423673633751,111852000
2018-04-27,38.29953384399414,38.77379363432942,37.90077643406016,38.69592944182841,142623200
2018-04-30,38.99322128295898,39.4651228027348,38.18627011618109,38.25469785272939,169709600
2018-05-01,39.89927291870117,39.92286583330269,38.99558112200881,39.264564830660426,214277600
2018-05-02,41.66182708740234,41.940247253815606,41.00824247935094,41.34565033529137,266157600
2018-05-03,41.73733901977539,41.88126915920872,41.159260250036965,41.49902999560571,136272800
2018-05-04,43.37483215332031,43.473931048502,42.03934987955743,42.05822637392392,224805200
2018-05-07,43.68864440917969,44.28087953182669,43.5919037316787,43.69336083223612,169805600
2018-05-08,43.89863204956055,43.938743239806286,43.337068185475694,43.64852486313285,113611200
2018-05-09,44.20773315429688,44.21716960025953,43.70279868770983,44.0166136207289,92844800
2018-05-10,44.8400764465332,44.91794062173189,44.27615432947836,44.29739263203984,111957200
2018-05-11,44.66953659057617,45.01772193758016,44.39951566985937,44.8827132843246,104848800
2018-05-14,44.56533432006836,44.892203206387336,44.49664631493245,44.76903464406022,83115200
2018-05-15,44.1602897644043,44.309513095307935,43.842897435560666,44.240821499029245,94780800
2018-05-16,44.57243347167969,44.638757775907,44.05607901163132,44.07266099123978,76732400
2018-05-17,44.29058074951172,44.74535283059868,44.14135736154934,44.5298087400324,69176000
2018-05-18,44.12949752807617,44.48478842582468,44.08686435516519,44.33793601130118,73190800
2018-05-21,44.44215774536133,44.83060900411695,44.27161781574119,44.52979501517503,73603200
2018-05-22,44.33082580566406,44.73822628123884,44.24081763118424,44.61979599448351,60962800
2018-05-23,44.61506652832031,44.64822687055248,43.9992274706302,44.13897798322867,80233600
2018-05-24,44.56533432006836,44.72876876322785,44.1058276489305,44.712190395453135,92936000
2018-05-25,44.66717147827149,44.92061043575837,44.44688924533981,44.58426882426589,69844000
2018-05-29,44.506103515625,44.70743646326108,44.26213739651162,44.43504822982948,90056400
2018-05-30,44.4113655090332,44.52979581705729,44.24082557634202,44.46347513370029,74762000
2018-05-31,44.26213836669922,44.58426892145429,44.08923114379717,44.34504102088553,109931200
2018-06-01,45.060359954833984,45.0650945644071,44.47057578446127,44.52742362719064,93770000
2018-06-04,45.436973571777344,45.813581093512056,45.32328148514552,45.39196947530471,105064800
2018-06-05,45.78752136230469,45.93674469474713,45.56250451831772,45.73067713219776,86264000
2018-06-06,45.94621276855469,45.96990027144925,45.458280568253,45.86331373683474,83734400
2018-06-07,45.82305145263672,45.9983259766078,45.55776513347636,45.9841149194432,85388800
2018-06-08,45.40617752075195,45.47723642550802,44.94903828525194,45.280641688505526,106627200
2018-06-11,45.29486083984375,45.47013902099971,45.05326558039364,45.32328657534887,73234000
2018-06-12,45.543556213378906,45.62172064565773,45.275902576867104,45.33275042239878,67644400
2018-06-13,45.16933059692383,45.68568875463921,45.10774812172408,45.576731252447374,86553600
2018-06-14,45.1930046081543,45.375388287803325,45.05562502217765,45.370650063678326,86440400
2018-06-15,44.728759765625,45.04141752689821,44.591380168781285,45.01062448895897,246876800
2018-06-18,44.7050666809082,44.81875874608599,44.34029936774632,44.50136643976997,73939600
2018-06-19,43.98265075683594,44.13424141475721,43.4520816470083,43.85237668810522,134314000
2018-06-20,44.17449569702149,44.34029737089845,43.99211204865412,44.13896805769265,82514800
2018-06-21,43.92817687988281,44.61270400042312,43.805008332314486,44.352155844837554,102847600
2018-06-22,43.80026626586914,44.09160382213968,43.74815663932237,44.08449829253842,108801600
2018-06-25,43.14889144897461,43.80025804433811,42.807811635311374,43.440228950559614,126652400
2018-06-26,43.684200286865234,44.181609010352446,43.236533881409166,43.34312404658933,98276800
2018-06-27,43.6202507019043,44.35925464681157,43.58945766613114,43.87368967461808,101141200
2018-06-28,43.937644958496094,44.10581758874971,43.53498262780935,43.6060415365673,69460800
2018-06-29,43.84527969360352,44.337950331305954,43.324186931447485,44.12477355528275,90950800
