Date,Close,High,Low,Open,Volume
2018-03-20,86.69117736816406,87.28692849282646,86.57016786224982,86.61671380401647,23075200
2018-03-21,86.08611297607422,87.54756589773339,85.8347762820931,86.5049979968257,24457100
2018-03-22,83.58209228515625,85.40658078818383,83.46108279277169,84.95976394368739,38604700
2018-03-23,81.15254211425781,84.20576806217974,81.05945734304807,83.31214147512304,44068900
2018-03-26,87.29623413085938,87.50102489990995,84.14992323901944,84.34540339986413,56396800
2018-03-27,83.28423309326172,88.56221948756097,82.39060633088678,88.37604990861735,56569000
2018-03-28,83.20977783203125,84.92256810357458,82.72573257598029,83.61004889261619,52501100
2018-03-29,84.95977783203125,85.90926111858057,82.2882082417656,83.94514158670441,45867500
2018-04-02,82.39990234375,84.59673726465813,81.45973682310971,84.21508753196268,48515400
2018-04-03,83.50764465332031,83.82414148500607,81.81347578323236,83.3866351275693,37213800
2018-04-04,85.94649505615234,86.34676602301053,81.66453103282464,81.77622993395744,35560000
2018-04-05,85.9930191040039,86.63531608267655,85.08077842609038,86.04887564687499,29771900
2018-04-06,83.99169158935547,86.0675101244841,83.29354500453462,85.16457273847618,38026000
2018-04-09,84.49435424804688,86.72842482888957,84.35473060704982,84.74569100567078,31533900
2018-04-10,86.45845031738281,86.83079649605162,85.30418355523092,86.00232997701768,26812000
2018-04-11,85.50897979736328,86.8401126777578,85.1552548109745,85.64861051106598,24872100
2018-04-12,87.11006927490234,87.64997094934297,86.03957653472897,86.03957653472897,26758900
2018-04-13,86.6446533203125,87.66860029676494,86.04890209394328,87.5475907701919,23346100
2018-04-16,87.6592788696289,88.11540639440446,86.9611323215715,87.56619408360405,20288100
2018-04-17,89.42792510986328,89.86543145003294,88.32019689555409,88.43190290854884,26771000
2018-04-18,89.77233123779297,90.03297145476608,88.91593282242135,89.56754046676743,21043300
2018-04-19,89.46513366699219,90.35876019770814,88.74836605985044,89.77231978433865,23552500
2018-04-20,88.43187713623047,89.46513437408048,87.54756120563313,89.27896484192706,31154400
2018-04-23,88.75770568847656,89.63271839299621,88.08748379581596,89.12074136334861,22331800
2018-04-24,86.68187713623047,89.80026360074315,86.02096592927334,89.58616220320673,34524800
2018-04-25,85.92786407470703,86.84942251582623,84.03821545816882,86.84942251582623,33729300
2018-04-26,87.74305725097656,88.5715238924943,86.66325388338589,87.08214605953623,42529000
2018-04-27,89.19520568847656,91.13140055117968,87.41726277943086,90.85213908182116,48272800
2018-04-30,87.05421447753906,89.73510168631023,86.70980006946101,89.66994162787003,41523600
2018-05-01,88.43187713623047,88.70182792919161,86.37467326771186,86.76563354638148,31408900
2018-05-02,87.04490661621094,88.59013382560012,86.7470310636833,88.42257838343374,27471000
2018-05-03,87.56619262695312,88.36673455689517,86.05819355154544,86.53293518486313,31142500
2018-05-04,88.58084869384766,88.77632889993896,86.49571229171066,86.86805858508619,22531300
2018-05-07,89.56754302978516,90.02366342254022,88.52497503014581,88.59013508625368,24242000
2018-05-08,89.1858901977539,89.51169759481179,88.48774366448207,89.22312553175806,23484600
2018-05-09,90.2377700805664,90.26569480597092,88.47844136094324,89.37206808345708,27327400
2018-05-10,91.14070892333984,91.17793715655388,90.34016697287232,90.72181672958509,22388100
2018-05-11,90.94522094726562,91.10347289583552,90.33085567710734,91.0383128353352,16778300
2018-05-14,91.25240325927734,91.86677560526704,90.58218146434808,91.15000786827906,19454100
2018-05-15,90.59149932861328,91.0848551055286,89.67925134536128,90.51702865612042,24594000
2018-05-16,90.82521057128906,91.05893473275265,90.3297164902175,91.02153801099504,17384700
2018-05-17,89.9183578491211,91.18981783215912,89.59114545628672,90.46059960450104,17246700
2018-05-18,90.08665466308594,90.61954554457662,89.75944221527524,89.75944221527524,17865800
2018-05-21,91.24591827392578,91.62922935209924,90.49800517894936,90.68498166951947,19422500
2018-05-22,91.15243530273438,91.7788144283522,90.87196341795512,91.32071700706268,15441200
2018-05-23,92.2369384765625,92.30238097914938,90.04927585793354,90.41388510558872,21251200
2018-05-24,91.90969848632812,92.4986880119326,90.50735334185464,92.30236054762985,26649300
2018-05-25,91.95646667480467,92.5361053648268,91.4890181891185,91.90037513898564,18363900
2018-05-29,91.62924194335938,92.44259763507246,90.90002354415584,91.47030405856876,28671000
2018-05-30,92.50804138183594,92.78851329272648,91.53575492486182,91.90970796245324,22158500
2018-05-31,92.40518188476562,93.48031446372,92.190159648592,92.82588965880626,34140900
2018-06-01,94.22825622558594,94.29369872106857,92.71372073094872,92.81655995709242,28655600
2018-06-04,95.05094146728516,95.22857411469346,94.2843264933534,94.667637546667,27281600
2018-06-05,95.53709411621094,95.66797908093852,94.9200588830418,95.35946146435396,23514400
2018-06-06,95.81755828857422,95.9203974935096,95.26597267364404,95.8082144573587,21122900
2018-06-07,94.31238555908205,96.00455359834817,93.84493716432164,95.96715687084377,28232200
2018-06-08,95.0135726928711,95.31273942599678,93.9945384600265,94.5087274933407,22165100
2018-06-11,94.4713134765625,94.97615141291924,94.11604816906502,94.43391675299983,23490900
2018-06-12,94.7144012451172,94.84528623855095,94.19086127138203,94.51807375496652,18325200
2018-06-13,94.28433990478516,95.36882360556756,94.01321897958957,95.09770268037197,29492900
2018-06-14,94.81724548339844,95.3875331846502,94.42459048234896,95.0322749169432,25691800
2018-06-15,93.61122131347656,94.9200783620448,93.55512978356695,94.90138356297396,65738600
2018-06-18,94.2936782836914,94.52740245014262,92.94742480246988,93.4990175442964,23586000
2018-06-19,94.2936782836914,94.42456324628844,93.0222182475812,93.16245417399102,28653100
2018-06-20,95.23793029785156,95.8456074524444,94.5367577662175,94.77048194342886,26180800
2018-06-21,94.5554656982422,95.78952924005408,94.31239052301804,95.43427100910864,23198200
2018-06-22,93.8730010986328,94.20955742035748,93.14377552558705,93.8730010986328,38923100
2018-06-25,91.98452758789062,93.59255178464264,90.96549314500648,93.48971253024348,35433300
2018-06-26,92.62957763671876,93.56447444661856,92.32105997760463,92.38650246898976,26897200
2018-06-27,91.18981170654295,93.5083511909046,91.05892675820134,93.09700155298576,31298400
2018-06-28,92.2088623046875,92.6576158753842,90.9280583440602,91.04024138721236,26650700
2018-06-29,92.1901626586914,93.405531202009,91.92839272817886,92.48932931251942,28053200
2018-07-02,93.49903869628906,93.54577926053597,91.6198939757536,91.71338223694454,19564500
2018-07-03,92.60153198242188,94.07866352294914,92.49869276259638,93.93843470745676,14670300
2018-07-05,93.26531219482422,93.41489198253018,92.58283435270562,93.02223701551796,18977400
2018-07-06,94.57415008544922,94.82656904669422,93.18114891861134,93.38682732620865,19234600
2018-07-09,95.21923065185548,95.59319077089695,94.65829403964123,95.03225415868272,18212000
2018-07-10,95.47167205810548,95.83628127108967,95.2285968718836,95.35948186461142,19293100
2018-07-11,95.3407745361328,95.67733080699198,94.51806082402136,94.56480851500812,19644600
2018-07-12,97.40690612792967,97.61258457836556,96.04195756822436,96.0793471658518,24335900
2018-07-13,98.56616973876952,98.72510048264738,97.31340431993486,97.57518141494702,24635200
2018-07-16,98.08002471923828,98.9307770809534,97.7154084125645,98.5381221447772,21786900
2018-07-17,99.05233001708984,99.5665261979518,97.52845054070458,97.79957151491382,25901700
2018-07-18,98.27635192871094,99.14580621806822,97.90239179075256,99.04296700181224,29493900
2018-07-19,97.60321044921876,98.45396268093212,97.12641116660843,98.09870452620608,40171600
2018-07-20,99.35148620605467,101.15583743174813,99.173860652831,101.04365437343778,56004000
2018-07-23,100.94081115722656,101.0997419053471,99.22059729327908,99.37953517409636,29707000
2018-07-24,100.6509780883789,101.73545450766106,100.27701799691437,101.50173034208264,26316600
2018-07-25,103.61461639404295,103.91378309148618,100.59489652351266,100.93145994972336,30702100
2018-07-26,102.48336791992188,103.77352266090892,102.37117776008584,103.53044754761164,31372100
2018-07-27,100.66967010498048,103.00691169626188,99.22992842882768,103.00691169626188,37005300
